4877266,CDBAF5FB709B,21,1,2023-09-19 00:00:25.500000+00:00,0,92,-935.068,46.949,234.745,0,0,0,11,-69,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,965.226
4877267,CDBAF5FB709B,21,1,2023-09-19 00:00:55.500000+00:00,0,93,-935.068,50.861,230.833,0,0,0,12,-69,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,964.481
4877268,CDBAF5FB709B,21,1,2023-09-19 00:01:26.500000+00:00,0,93,-927.243,39.124,230.833,0,0,0,9,-67,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,956.344
4877269,CDBAF5FB709B,21,1,2023-09-19 00:01:57.500000+00:00,0,92,-931.155,46.949,238.657,0,0,0,11,-68,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,962.399
4877270,CDBAF5FB709B,21,1,2023-09-19 00:02:27.500000+00:00,0,93,-931.155,46.949,234.745,0,0,0,11,-68,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,961.436
4877271,CDBAF5FB709B,21,1,2023-09-19 00:02:58.500000+00:00,0,92,-927.243,43.037,226.92,0,0,0,10,-67,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,955.575
4877272,CDBAF5FB709B,21,1,2023-09-19 00:03:28.500000+00:00,0,92,-935.068,43.037,238.657,0,0,0,10,-69,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,966.003
4877273,CDBAF5FB709B,21,1,2023-09-19 00:03:59.500000+00:00,0,92,-927.243,46.949,226.92,0,0,0,11,-67,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,955.76
4877274,CDBAF5FB709B,21,1,2023-09-19 00:04:29.500000+00:00,0,92,-935.068,35.212,230.833,0,0,0,8,-69,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,963.782
4877275,CDBAF5FB709B,21,1,2023-09-19 00:05:00.500000+00:00,0,92,-935.068,35.212,234.745,0,0,0,8,-69,0,22.812082,2,0,1,2023-09-19 11:05:05.924+00,2023-09-19 11:05:05.924+00,964.727
